193;Critical Power;3;37000;40
209;Dagger Mastery;9;12000;40
209;Dagger Mastery;10;12000;40
209;Dagger Mastery;11;12000;40
239;Expertise C;2;0;40
233;Light Armor Mastery;11;12000;40
233;Light Armor Mastery;12;12000;40
233;Light Armor Mastery;13;12000;40
221;Silent Move;1;37000;40
30;Backstab;1;12000;40
30;Backstab;2;12000;40
30;Backstab;3;12000;40
263;Deadly Blow;1;12000;40
263;Deadly Blow;2;12000;40
263;Deadly Blow;3;12000;40
70;Drain Energy;17;12000;40
70;Drain Energy;18;12000;40
70;Drain Energy;19;12000;40
105;Freezing Strike;3;18000;40
105;Freezing Strike;4;18000;40
122;Hex;1;37000;40
223;Sting;13;12000;40
223;Sting;14;12000;40
223;Sting;15;12000;40
27;Unlock;4;37000;40
225;Acrobatic Move;2;38000;43
209;Dagger Mastery;12;13000;43
209;Dagger Mastery;13;13000;43
209;Dagger Mastery;14;13000;43
171;Esprit;2;38000;43
233;Light Armor Mastery;14;13000;43
233;Light Armor Mastery;15;13000;43
233;Light Armor Mastery;16;13000;43
169;Quick Step;2;38000;43
30;Backstab;4;13000;43
30;Backstab;5;13000;43
30;Backstab;6;13000;43
263;Deadly Blow;4;13000;43
263;Deadly Blow;5;13000;43
263;Deadly Blow;6;13000;43
70;Drain Energy;20;13000;43
70;Drain Energy;21;13000;43
70;Drain Energy;22;13000;43
105;Freezing Strike;5;19000;43
105;Freezing Strike;6;19000;43
223;Sting;16;13000;43
223;Sting;17;13000;43
223;Sting;18;13000;43
27;Unlock;5;38000;43
106;Veil;1;37000;43
198;Boost Evasion;2;55000;46
209;Dagger Mastery;15;18000;46
209;Dagger Mastery;16;18000;46
209;Dagger Mastery;17;18000;46
171;Esprit;3;55000;46
233;Light Armor Mastery;17;18000;46
233;Light Armor Mastery;18;18000;46
233;Light Armor Mastery;19;18000;46
30;Backstab;7;18000;46
30;Backstab;8;18000;46
30;Backstab;9;18000;46
2;Confusion;2;55000;46
263;Deadly Blow;7;18000;46
263;Deadly Blow;8;18000;46
263;Deadly Blow;9;18000;46
70;Drain Energy;23;18000;46
70;Drain Energy;24;18000;46
70;Drain Energy;25;18000;46
105;Freezing Strike;7;27000;46
105;Freezing Strike;8;27000;46
223;Sting;19;18000;46
223;Sting;20;18000;46
223;Sting;21;18000;46
27;Unlock;6;55000;46
209;Dagger Mastery;18;28000;49
209;Dagger Mastery;19;28000;49
209;Dagger Mastery;20;28000;49
171;Esprit;4;83000;49
233;Light Armor Mastery;20;28000;49
233;Light Armor Mastery;21;28000;49
233;Light Armor Mastery;22;28000;49
30;Backstab;10;28000;49
30;Backstab;11;28000;49
30;Backstab;12;28000;49
96;Bleed;3;83000;49
263;Deadly Blow;10;28000;49
263;Deadly Blow;11;28000;49
263;Deadly Blow;12;28000;49
70;Drain Energy;26;28000;49
70;Drain Energy;27;28000;49
70;Drain Energy;28;28000;49
105;Freezing Strike;9;42000;49
105;Freezing Strike;10;42000;49
129;Poison;2;83000;49
223;Sting;22;28000;49
223;Sting;23;28000;49
223;Sting;24;28000;49
11;Trick;1;83000;49
27;Unlock;7;83000;49
209;Dagger Mastery;21;42000;52
209;Dagger Mastery;22;42000;52
209;Dagger Mastery;23;42000;52
171;Esprit;5;120000;52
239;Expertise B;3;0;52
233;Light Armor Mastery;23;42000;52
233;Light Armor Mastery;24;42000;52
233;Light Armor Mastery;25;42000;52
30;Backstab;13;42000;52
30;Backstab;14;42000;52
30;Backstab;15;42000;52
263;Deadly Blow;13;42000;52
263;Deadly Blow;14;42000;52
263;Deadly Blow;15;42000;52
70;Drain Energy;29;42000;52
70;Drain Energy;30;42000;52
70;Drain Energy;31;42000;52
105;Freezing Strike;11;62000;52
105;Freezing Strike;12;62000;52
122;Hex;2;120000;52
115;Power Break;2;120000;52
223;Sting;25;42000;52
223;Sting;26;42000;52
223;Sting;27;42000;52
27;Unlock;8;120000;52
106;Veil;2;120000;52
173;Acrobat;2;200000;55
225;Acrobatic Move;3;200000;55
195;Boost Breath;2;200000;55
209;Dagger Mastery;24;67000;55
209;Dagger Mastery;25;67000;55
209;Dagger Mastery;26;67000;55
233;Light Armor Mastery;26;67000;55
233;Light Armor Mastery;27;67000;55
233;Light Armor Mastery;28;67000;55
30;Backstab;16;67000;55
30;Backstab;17;67000;55
30;Backstab;18;67000;55
263;Deadly Blow;16;67000;55
263;Deadly Blow;17;67000;55
263;Deadly Blow;18;67000;55
70;Drain Energy;32;67000;55
70;Drain Energy;33;67000;55
70;Drain Energy;34;67000;55
105;Freezing Strike;13;100000;55
105;Freezing Strike;14;100000;55
223;Sting;28;67000;55
223;Sting;29;67000;55
223;Sting;30;67000;55
111;Ultimate Evasion;2;200000;55
27;Unlock;9;200000;55
198;Boost Evasion;3;270000;58
209;Dagger Mastery;27;92000;58
209;Dagger Mastery;28;92000;58
209;Dagger Mastery;29;92000;58
233;Light Armor Mastery;29;92000;58
233;Light Armor Mastery;30;92000;58
233;Light Armor Mastery;31;92000;58
30;Backstab;19;92000;58
30;Backstab;20;92000;58
30;Backstab;21;92000;58
96;Bleed;4;270000;58
2;Confusion;3;270000;58
263;Deadly Blow;19;92000;58
263;Deadly Blow;20;92000;58
263;Deadly Blow;21;92000;58
70;Drain Energy;35;92000;58
70;Drain Energy;36;92000;58
70;Drain Energy;37;92000;58
105;Freezing Strike;15;140000;58
105;Freezing Strike;16;140000;58
129;Poison;3;270000;58
223;Sting;31;92000;58
223;Sting;32;92000;58
223;Sting;33;92000;58
11;Trick;2;270000;58
