146;Anti Magic;13;14000;40
146;Anti Magic;14;14000;40
146;Anti Magic;15;14000;40
213;Boost Mana;3;41000;40
239;Expertise C;2;0;40
228;Fast Spell Casting;2;41000;40
285;Higher Mana Gain;9;21000;40
285;Higher Mana Gain;10;21000;40
234;Robe Mastery;9;14000;40
234;Robe Mastery;10;14000;40
234;Robe Mastery;11;14000;40
249;Weapon Mastery;10;14000;40
249;Weapon Mastery;11;14000;40
249;Weapon Mastery;12;14000;40
0;Unknown;1;41000;40
0;Unknown;2;41000;40
1231;Aura Flare;1;21000;40
1231;Aura Flare;2;21000;40
1171;Blazing Circle;1;21000;40
1171;Blazing Circle;2;21000;40
1232;Blazing Skin;1;41000;40
1230;Prominence;1;21000;40
1230;Prominence;2;21000;40
1069;Sleep;10;14000;40
1069;Sleep;11;14000;40
1069;Sleep;12;14000;40
1074;Surrender To Wind;1;41000;40
1083;Surrenders To Fire;2;41000;40
146;Anti Magic;16;18000;44
146;Anti Magic;17;18000;44
146;Anti Magic;18;18000;44
212;Fast HP Recovery;2;53000;44
229;Fast Mana Recovery;3;53000;44
285;Higher Mana Gain;11;27000;44
285;Higher Mana Gain;12;27000;44
234;Robe Mastery;12;18000;44
234;Robe Mastery;13;18000;44
234;Robe Mastery;14;18000;44
249;Weapon Mastery;13;18000;44
249;Weapon Mastery;14;18000;44
249;Weapon Mastery;15;18000;44
1231;Aura Flare;3;27000;44
1231;Aura Flare;4;27000;44
1171;Blazing Circle;3;27000;44
1171;Blazing Circle;4;27000;44
1078;Greater Concentration;3;53000;44
1230;Prominence;3;27000;44
1230;Prominence;4;27000;44
1069;Sleep;13;18000;44
1069;Sleep;14;18000;44
1069;Sleep;15;18000;44
1072;Sleeping Cloud;1;53000;44
1160;Slow;2;15300;44
146;Anti Magic;19;31000;48
146;Anti Magic;20;31000;48
146;Anti Magic;21;31000;48
213;Boost Mana;4;92000;48
285;Higher Mana Gain;13;46000;48
285;Higher Mana Gain;14;46000;48
164;Quick Recovery;3;92000;48
234;Robe Mastery;15;31000;48
234;Robe Mastery;16;31000;48
234;Robe Mastery;17;31000;48
249;Weapon Mastery;16;31000;48
249;Weapon Mastery;17;31000;48
249;Weapon Mastery;18;31000;48
1231;Aura Flare;5;46000;48
1231;Aura Flare;6;46000;48
1171;Blazing Circle;5;46000;48
1171;Blazing Circle;6;46000;48
1232;Blazing Skin;2;92000;48
1056;Cancel;1;92000;48
1233;Decay;1;92000;48
1230;Prominence;5;46000;48
1230;Prominence;6;46000;48
1069;Sleep;16;31000;48
1069;Sleep;17;31000;48
1069;Sleep;18;31000;48
146;Anti Magic;22;56000;52
146;Anti Magic;23;56000;52
146;Anti Magic;24;56000;52
239;Expertise B;3;0;52
212;Fast HP Recovery;3;170000;52
229;Fast Mana Recovery;4;170000;52
285;Higher Mana Gain;15;85000;52
285;Higher Mana Gain;16;85000;52
234;Robe Mastery;18;56000;52
234;Robe Mastery;19;56000;52
234;Robe Mastery;20;56000;52
249;Weapon Mastery;19;56000;52
249;Weapon Mastery;20;56000;52
249;Weapon Mastery;21;56000;52
1231;Aura Flare;7;85000;52
1231;Aura Flare;8;85000;52
1171;Blazing Circle;7;85000;52
1171;Blazing Circle;8;85000;52
1078;Greater Concentration;4;170000;52
1230;Prominence;7;85000;52
1230;Prominence;8;85000;52
1069;Sleep;19;56000;52
1069;Sleep;20;56000;52
1069;Sleep;21;56000;52
1160;Slow;3;170000;52
1074;Surrender To Wind;2;170000;52
146;Anti Magic;25;95000;56
146;Anti Magic;26;95000;56
146;Anti Magic;27;95000;56
213;Boost Mana;5;280000;56
228;Fast Spell Casting;3;280000;56
285;Higher Mana Gain;17;140000;56
285;Higher Mana Gain;18;140000;56
234;Robe Mastery;21;95000;56
234;Robe Mastery;22;95000;56
234;Robe Mastery;23;95000;56
249;Weapon Mastery;22;95000;56
249;Weapon Mastery;23;95000;56
249;Weapon Mastery;24;95000;56
1231;Aura Flare;9;140000;56
1231;Aura Flare;10;140000;56
1171;Blazing Circle;9;140000;56
1171;Blazing Circle;10;140000;56
1232;Blazing Skin;3;280000;56
1233;Decay;2;280000;56
1230;Prominence;9;140000;56
1230;Prominence;10;140000;56
1069;Sleep;22;95000;56
1069;Sleep;23;95000;56
1069;Sleep;24;95000;56
1072;Sleeping Cloud;2;280000;56
