146;Anti Magic;13;11000;40
146;Anti Magic;14;11000;40
146;Anti Magic;15;11000;40
211;Boost HP;1;31000;40
213;Boost Mana;3;31000;40
239;Expertise C;2;0;40
228;Fast Spell Casting;2;31000;40
259;Heavy Armor Mastery;1;11000;40
259;Heavy Armor Mastery;2;11000;40
259;Heavy Armor Mastery;3;11000;40
236;Light Armor Mastery;9;11000;40
236;Light Armor Mastery;10;11000;40
236;Light Armor Mastery;11;11000;40
235;Robe Mastery;9;11000;40
235;Robe Mastery;10;11000;40
235;Robe Mastery;11;11000;40
249;Weapon Mastery;10;11000;40
249;Weapon Mastery;11;11000;40
249;Weapon Mastery;12;11000;40
1243;Bless Shield;1;31000;40
1242;Death Whisper;1;31000;40
1201;Dryad Root;10;11000;40
1201;Dryad Root;11;11000;40
1201;Dryad Root;12;11000;40
1240;Guidance;1;31000;40
1032;Invigor;1;31000;40
1035;Mental Shield;2;31000;40
1028;Might;3;31000;40
1191;Resist Fire;2;31000;40
1050;Return;1;31000;40
146;Anti Magic;16;14000;44
146;Anti Magic;17;14000;44
146;Anti Magic;18;14000;44
211;Boost HP;2;41000;44
212;Fast HP Recovery;2;41000;44
229;Fast Mana Recovery;3;41000;44
259;Heavy Armor Mastery;4;14000;44
259;Heavy Armor Mastery;5;14000;44
259;Heavy Armor Mastery;6;14000;44
236;Light Armor Mastery;12;14000;44
236;Light Armor Mastery;13;14000;44
236;Light Armor Mastery;14;14000;44
235;Robe Mastery;12;14000;44
235;Robe Mastery;13;14000;44
235;Robe Mastery;14;14000;44
249;Weapon Mastery;13;14000;44
249;Weapon Mastery;14;14000;44
249;Weapon Mastery;15;14000;44
1045;Bless the Body;1;41000;44
1048;Bless the Soul;1;41000;44
1201;Dryad Root;13;14000;44
1201;Dryad Root;14;14000;44
1201;Dryad Root;15;14000;44
1077;Focus;2;41000;44
1078;Greater Concentration;3;41000;44
1086;Haste;1;41000;44
1036;Magic Barrier;1;41000;44
1191;Resist Fire;3;41000;44
1009;Shield;3;41000;44
146;Anti Magic;19;22000;48
146;Anti Magic;20;22000;48
146;Anti Magic;21;22000;48
211;Boost HP;3;67000;48
213;Boost Mana;4;67000;48
259;Heavy Armor Mastery;7;22000;48
259;Heavy Armor Mastery;8;22000;48
259;Heavy Armor Mastery;9;22000;48
236;Light Armor Mastery;15;22000;48
236;Light Armor Mastery;16;22000;48
236;Light Armor Mastery;17;22000;48
164;Quick Recovery;3;67000;48
235;Robe Mastery;15;22000;48
235;Robe Mastery;16;22000;48
235;Robe Mastery;17;22000;48
249;Weapon Mastery;16;22000;48
249;Weapon Mastery;17;22000;48
249;Weapon Mastery;18;22000;48
1243;Bless Shield;2;67000;48
1045;Bless the Body;2;67000;48
1048;Bless the Soul;2;67000;48
1242;Death Whisper;2;67000;48
1201;Dryad Root;16;22000;48
1201;Dryad Root;17;22000;48
1201;Dryad Root;18;22000;48
1085;Greater Acumen;3;67000;48
1240;Guidance;2;67000;48
1032;Invigor;2;67000;48
1035;Mental Aegis;3;67000;48
1044;Regeneration;2;67000;48
146;Anti Magic;22;43000;52
146;Anti Magic;23;43000;52
146;Anti Magic;24;43000;52
211;Boost HP;4;130000;52
239;Expertise B;3;0;52
212;Fast HP Recovery;3;130000;52
229;Fast Mana Recovery;4;130000;52
259;Heavy Armor Mastery;10;43000;52
259;Heavy Armor Mastery;11;43000;52
259;Heavy Armor Mastery;12;43000;52
236;Light Armor Mastery;18;43000;52
236;Light Armor Mastery;19;43000;52
236;Light Armor Mastery;20;43000;52
235;Robe Mastery;18;43000;52
235;Robe Mastery;19;43000;52
235;Robe Mastery;20;43000;52
249;Weapon Mastery;19;43000;52
249;Weapon Mastery;20;43000;52
249;Weapon Mastery;21;43000;52
1062;Berserker Spirit;2;130000;52
1045;Bless the Body;3;130000;52
1048;Bless the Soul;3;130000;52
1201;Dryad Root;19;43000;52
1201;Dryad Root;20;43000;52
1201;Dryad Root;21;43000;52
1077;Focus;3;130000;52
1078;Greater Concentration;4;130000;52
1086;Haste;2;130000;52
1073;Kiss of Eva;2;130000;52
1036;Magic Barrier;2;130000;52
146;Anti Magic;25;69000;56
146;Anti Magic;26;69000;56
146;Anti Magic;27;69000;56
211;Boost HP;5;200000;56
213;Boost Mana;5;200000;56
228;Fast Spell Casting;3;200000;56
259;Heavy Armor Mastery;13;69000;56
259;Heavy Armor Mastery;14;69000;56
259;Heavy Armor Mastery;15;69000;56
236;Light Armor Mastery;21;69000;56
236;Light Armor Mastery;22;69000;56
236;Light Armor Mastery;23;69000;56
235;Robe Mastery;21;69000;56
235;Robe Mastery;22;69000;56
235;Robe Mastery;23;69000;56
249;Weapon Mastery;22;69000;56
249;Weapon Mastery;23;69000;56
249;Weapon Mastery;24;69000;56
1243;Bless Shield;3;200000;56
1045;Bless the Body;4;200000;56
1048;Bless the Soul;4;200000;56
1242;Death Whisper;3;200000;56
1201;Dryad Root;22;69000;56
1201;Dryad Root;23;69000;56
1201;Dryad Root;24;69000;56
1240;Guidance;3;200000;56
1032;Invigor;3;200000;56
1035;Mental Aegis;4;200000;56
1044;Regeneration;3;200000;56
1050;Return;2;200000;56
