239;Expertise C;2;0;40
232;Heavy Armor Mastery;16;12000;40
232;Heavy Armor Mastery;17;12000;40
232;Heavy Armor Mastery;18;12000;40
147;Magic Resistance;15;12000;40
147;Magic Resistance;16;12000;40
147;Magic Resistance;17;12000;40
153;Shield Mastery;3;37000;40
217;Sword Blunt Mastery;9;12000;40
217;Sword Blunt Mastery;10;12000;40
217;Sword Blunt Mastery;11;12000;40
70;Drain Energy;17;12000;40
70;Drain Energy;18;12000;40
70;Drain Energy;19;12000;40
105;Freezing Strike;3;18000;40
105;Freezing Strike;4;18000;40
28;Hate;13;12000;40
28;Hate;14;12000;40
28;Hate;15;12000;40
18;Hate Aura;1;12000;40
18;Hate Aura;2;12000;40
18;Hate Aura;3;12000;40
122;Hex;1;37000;40
289;Life Leech;1;37000;40
223;Sting;13;12000;40
223;Sting;14;12000;40
223;Sting;15;12000;40
33;Summon Poltergeist Cubic;1;37000;40
143;Cubic Mastery;1;38000;43
191;Focus Mind;2;38000;43
232;Heavy Armor Mastery;19;13000;43
232;Heavy Armor Mastery;20;13000;43
232;Heavy Armor Mastery;21;13000;43
147;Magic Resistance;18;13000;43
147;Magic Resistance;19;13000;43
147;Magic Resistance;20;13000;43
217;Sword Blunt Mastery;12;13000;43
217;Sword Blunt Mastery;13;13000;43
217;Sword Blunt Mastery;14;13000;43
112;Deflect Arrow;3;38000;43
70;Drain Energy;20;13000;43
70;Drain Energy;21;13000;43
70;Drain Energy;22;13000;43
105;Freezing Strike;5;19000;43
105;Freezing Strike;6;19000;43
28;Hate;16;13000;43
28;Hate;17;13000;43
28;Hate;18;13000;43
18;Hate Aura;4;13000;43
18;Hate Aura;5;13000;43
18;Hate Aura;6;13000;43
289;Life Leech;2;38000;43
223;Sting;16;13000;43
223;Sting;17;13000;43
223;Sting;18;13000;43
22;Summon Vampiric Cube;1;38000;43
232;Heavy Armor Mastery;22;17000;46
232;Heavy Armor Mastery;23;17000;46
232;Heavy Armor Mastery;24;17000;46
147;Magic Resistance;21;17000;46
147;Magic Resistance;22;17000;46
147;Magic Resistance;23;17000;46
217;Sword Blunt Mastery;15;17000;46
217;Sword Blunt Mastery;16;17000;46
217;Sword Blunt Mastery;17;17000;46
2;Confusion;2;50000;46
103;Corpse Plague;1;50000;46
70;Drain Energy;23;17000;46
70;Drain Energy;24;17000;46
70;Drain Energy;25;17000;46
105;Freezing Strike;7;25000;46
105;Freezing Strike;8;25000;46
28;Hate;19;17000;46
28;Hate;20;17000;46
28;Hate;21;17000;46
18;Hate Aura;7;17000;46
18;Hate Aura;8;17000;46
18;Hate Aura;9;17000;46
289;Life Leech;3;50000;46
223;Sting;19;17000;46
223;Sting;20;17000;46
223;Sting;21;17000;46
33;Summon Poltergeist Cubic;2;50000;46
110;Ultimate Defence;2;50000;46
191;Focus Mind;3;77000;49
232;Heavy Armor Mastery;25;26000;49
232;Heavy Armor Mastery;26;26000;49
232;Heavy Armor Mastery;27;26000;49
147;Magic Resistance;24;26000;49
147;Magic Resistance;25;26000;49
147;Magic Resistance;26;26000;49
217;Sword Blunt Mastery;18;26000;49
217;Sword Blunt Mastery;19;26000;49
217;Sword Blunt Mastery;20;26000;49
112;Deflect Arrow;4;77000;49
70;Drain Energy;26;26000;49
70;Drain Energy;27;26000;49
70;Drain Energy;28;26000;49
105;Freezing Strike;9;38000;49
105;Freezing Strike;10;38000;49
28;Hate;22;26000;49
28;Hate;23;26000;49
28;Hate;24;26000;49
18;Hate Aura;10;26000;49
18;Hate Aura;11;26000;49
18;Hate Aura;12;26000;49
289;Life Leech;4;77000;49
129;Poison;2;77000;49
223;Sting;22;26000;49
223;Sting;23;26000;49
223;Sting;24;26000;49
22;Summon Vampiric Cube;2;77000;49
278;Summon Viper Cubic;1;77000;49
239;Expertise B;3;0;52
232;Heavy Armor Mastery;28;42000;52
232;Heavy Armor Mastery;29;42000;52
232;Heavy Armor Mastery;30;42000;52
147;Magic Resistance;27;42000;52
147;Magic Resistance;28;42000;52
147;Magic Resistance;29;42000;52
153;Shield Mastery;4;120000;52
217;Sword Blunt Mastery;21;42000;52
217;Sword Blunt Mastery;22;42000;52
217;Sword Blunt Mastery;23;42000;52
70;Drain Energy;29;42000;52
70;Drain Energy;30;42000;52
70;Drain Energy;31;42000;52
105;Freezing Strike;11;62000;52
105;Freezing Strike;12;62000;52
28;Hate;25;42000;52
28;Hate;26;42000;52
28;Hate;27;42000;52
18;Hate Aura;13;42000;52
18;Hate Aura;14;42000;52
18;Hate Aura;15;42000;52
122;Hex;2;120000;52
289;Life Leech;5;120000;52
115;Power Break;2;120000;52
223;Sting;25;42000;52
223;Sting;26;42000;52
223;Sting;27;42000;52
33;Summon Poltergeist Cubic;3;120000;52
143;Cubic Mastery;2;200000;55
191;Focus Mind;4;200000;55
232;Heavy Armor Mastery;31;67000;55
232;Heavy Armor Mastery;32;67000;55
232;Heavy Armor Mastery;33;67000;55
147;Magic Resistance;30;67000;55
147;Magic Resistance;31;67000;55
147;Magic Resistance;32;67000;55
217;Sword Blunt Mastery;24;67000;55
217;Sword Blunt Mastery;25;67000;55
217;Sword Blunt Mastery;26;67000;55
70;Drain Energy;32;67000;55
70;Drain Energy;33;67000;55
70;Drain Energy;34;67000;55
105;Freezing Strike;13;100000;55
105;Freezing Strike;14;100000;55
28;Hate;28;67000;55
28;Hate;29;67000;55
28;Hate;30;67000;55
18;Hate Aura;16;67000;55
18;Hate Aura;17;67000;55
18;Hate Aura;18;67000;55
289;Life Leech;6;200000;55
223;Sting;28;67000;55
223;Sting;29;67000;55
223;Sting;30;67000;55
22;Summon Vampiric Cube;3;200000;55
278;Summon Viper Cubic;2;200000;55
232;Heavy Armor Mastery;34;92000;58
232;Heavy Armor Mastery;35;92000;58
232;Heavy Armor Mastery;36;92000;58
147;Magic Resistance;33;92000;58
147;Magic Resistance;34;92000;58
147;Magic Resistance;35;92000;58
217;Sword Blunt Mastery;27;92000;58
217;Sword Blunt Mastery;28;92000;58
217;Sword Blunt Mastery;29;92000;58
2;Confusion;3;270000;58
103;Corpse Plague;2;270000;58
70;Drain Energy;35;92000;58
70;Drain Energy;36;92000;58
70;Drain Energy;37;92000;58
105;Freezing Strike;15;140000;58
105;Freezing Strike;16;140000;58
28;Hate;31;92000;58
28;Hate;32;92000;58
28;Hate;33;92000;58
18;Hate Aura;19;92000;58
18;Hate Aura;20;92000;58
18;Hate Aura;21;92000;58
289;Life Leech;7;270000;58
279;Lightening Strike;1;270000;58
129;Poison;3;270000;58
223;Sting;31;92000;58
223;Sting;32;92000;58
223;Sting;33;92000;58
