#id;name;crystallizable;item.type;weight;consume.type;material;crystal.type;durability
17;wooden_arrow;false;arrow;6;stackable;wood;none;0;
57;adena;false;none;0;asset;gold;none;0;
65;red_potion;false;potion;80;stackable;liquid;none;0;
686;chair_item;false;none;100;normal;wood;none;90;
687;darings_letter;false;none;0;normal;paper;none;100;
688;rapunzels_kerchief;false;none;0;normal;cloth;none;100;
689;poetry_book;false;none;0;normal;paper;none;100;
690;lyrics_book;false;none;0;normal;paper;none;100;
691;romance_novel;false;none;0;normal;paper;none;100;
692;arujiens_letter;false;none;0;normal;paper;none;100;
693;greenis_letter;false;none;0;normal;paper;none;100;
694;talos_list;false;none;0;normal;paper;none;100;
695;onyx_beast_blood;false;none;0;stackable;steel;none;100;
696;mana_vampire_husk;false;none;0;stackable;steel;none;100;
697;gargoyle_horn;false;none;0;stackable;steel;none;100;
698;gilberts_list;false;none;0;normal;steel;none;100;
699;orc_nose;false;none;0;stackable;steel;none;100;
700;_hobgoblin_amulet;false;none;0;stackable;steel;none;100;
701;fungus_juice;false;none;0;stackable;steel;none;100;
702;wolf_pelt;false;none;0;stackable;steel;none;100;
703;poison_sac;false;none;0;stackable;steel;none;100;
704;fever_medicine;false;none;0;stackable;steel;none;100;
705;_orc_amulet;false;none;0;stackable;steel;none;100;
706;basilisk_claw;false;none;0;stackable;steel;none;100;
707;fungus_sac;false;none;0;stackable;steel;none;100;
708;sylph_headband;false;none;0;stackable;steel;none;100;
709;sek_temp_upper001;false;none;400;normal;leather;none;100;
710;sek_temp_upper002;false;none;400;normal;leather;none;100;
711;sek_temp_upper003;false;none;800;normal;bone;none;100;
712;sek_temp_upper004;false;none;1200;normal;steel;none;100;
713;sek_temp_lower001;false;none;250;normal;leather;none;100;
714;sek_temp_lower002;false;none;300;normal;leather;none;100;
715;sek_temp_lower003;false;none;500;normal;bone;none;100;
716;sek_temp_lower004;false;none;800;normal;steel;none;100;
717;sek_temp_glove001;false;none;100;normal;leather;none;100;
718;sek_temp_glove002;false;none;150;normal;leather;none;100;
719;sek_temp_glove003;false;none;150;normal;leather;none;100;
720;sek_temp_glove004;false;none;200;normal;steel;none;100;
721;sek_temp_boots001;false;none;150;normal;leather;none;100;
722;sek_temp_boots002;false;none;150;normal;leather;none;100;
723;sek_temp_boots003;false;none;200;normal;leather;none;100;
724;sek_temp_boots004;false;none;250;normal;steel;none;100;
725;healing_drug;false;potion;180;stackable;liquid;none;0;
726;mana_drug;false;potion;180;stackable;liquid;none;0;
727;_healing_potion;false;potion;180;stackable;liquid;none;0;
728;mana_potion;false;potion;180;stackable;liquid;none;0;
729;scrl_of_ench_wp_a;false;scroll;120;normal;paper;none;0;
730;scrl_of_ench_am_a;false;scroll;120;normal;paper;none;0;
731;cry_scrl_of_ench_wp_a;false;scroll;120;normal;paper;none;0;
732;cry_scrl_of_ench_am_a;false;scroll;120;normal;paper;none;0;
733;endeavor_potion;false;potion;180;stackable;liquid;none;0;
734;quick_step_potion;false;potion;180;stackable;liquid;none;0;
735;swift_attack_potion;false;potion;180;stackable;liquid;none;0;
736;scroll_of_escape;false;scroll;120;stackable;paper;none;0;
737;scroll_of_resurrection;false;scroll;120;stackable;paper;none;0;
739;broken_sword_handle;false;none;0;stackable;steel;none;100;
740;broken_blade_bottom;false;none;0;stackable;steel;none;100;
741;broken_blade_top;false;none;0;stackable;steel;none;100;
742;alltrans_note;false;none;0;stackable;steel;none;100;
745;cobendell_medicine;false;none;0;stackable;steel;none;100;
746;alberryus_list;false;none;0;stackable;steel;none;100;
750;kinship_crystal;false;none;0;stackable;steel;none;100;
751;cracked_kinship_crystal;false;none;0;stackable;steel;none;100;
752;orc_amulet;false;none;0;stackable;steel;none;100;
753;silverleaf_brooch;false;none;0;stackable;steel;none;100;
755;_cullinas_letter;false;none;0;stackable;steel;none;100;
756;_mandragora_root;false;none;0;stackable;steel;none;100;
757;_mandragora_essence;false;none;0;stackable;steel;none;100;
758;_cullinas_receipt;false;none;0;stackable;steel;none;100;
759;_etched_rune_sword;false;none;0;stackable;steel;none;100;
760;_macabre_sword;false;none;0;stackable;steel;none;100;
761;_thanatos_sword;false;none;0;stackable;steel;none;100;
762;_grey_bone_chip;false;none;0;stackable;steel;none;100;
763;_esthers_letter;false;none;0;stackable;steel;none;100;
764;__arbons_letter;false;none;0;stackable;steel;none;100;
765;_conspirator_list;false;none;0;stackable;steel;none;100;
766;_sabrins_signet;false;none;0;stackable;steel;none;100;
767;_sealed_scroll;false;none;0;stackable;steel;none;100;
768;_oyens_key_;false;none;0;stackable;steel;none;100;
769;_rekards_skull;false;none;0;stackable;steel;none;100;
770;__shield_of_honor;false;none;0;stackable;steel;none;100;
771;_saythus_skull;false;none;0;stackable;steel;none;100;
772;_trayer_skull;false;none;0;stackable;steel;none;100;
773;_falimar_skull;false;none;0;stackable;steel;none;100;
774;_fallen_sword_of_honor;false;none;0;stackable;steel;none;100;
775;_sword_of_honor;false;none;0;stackable;steel;none;100;
776;_nameless_sword;false;none;0;stackable;steel;none;100;
777;_sword_of_black_ice;false;none;0;stackable;steel;none;100;
778;_arodins_letter;false;none;0;stackable;steel;none;100;
779;_sabrins_ring;false;none;0;stackable;steel;none;100;
780;__arbons_letter;false;none;0;stackable;steel;none;100;
781;_madclaws_necklace;false;none;0;stackable;steel;none;100;
782;_alankells_letter;false;none;0;stackable;steel;none;100;
783;_alankells_receipt;false;none;0;stackable;steel;none;100;
784;_glass_dagger;false;none;0;stackable;steel;none;100;
785;_broken_glass_dagger;false;none;0;stackable;steel;none;100;
786;_shadowguard_dagger;false;none;0;stackable;steel;none;100;
787;_corollas_key;false;none;0;stackable;steel;none;100;
788;_midnight_onyx_necklace;false;none;0;stackable;steel;none;100;
789;_song_moonlight_whisper;false;none;0;stackable;steel;none;100;
790;_bloodsteel_kris;false;none;0;stackable;steel;none;100;
