#id;name;level;operateType;isMagic;mpConsume;hpConsume;itemComsumeId;itemConsumeCount;castRange;skillTime;reuseDelay;buffDuration;hitTime
3;Power Strike;1;once;false;10;0;0;0;50;1000;13000;0;1000;
3;Power Strike;2;once;false;10;0;0;0;50;1000;13000;0;1000;
3;Power Strike;3;once;false;11;0;0;0;50;1000;13000;0;1000;
3;Power Strike;4;once;false;13;0;0;0;50;1000;13000;0;1000;
3;Power Strike;5;once;false;13;0;0;0;50;1000;13000;0;1000;
3;Power Strike;6;once;false;14;0;0;0;50;1000;13000;0;1000;
3;Power Strike;7;once;false;17;0;0;0;50;1000;13000;0;1000;
3;Power Strike;8;once;false;18;0;0;0;50;1000;13000;0;1000;
3;Power Strike;9;once;false;19;0;0;0;50;1000;13000;0;1000;
3;Power Strike;10;once;false;22;0;0;0;50;1000;13000;0;1000;
3;Power Strike;11;once;false;22;0;0;0;50;1000;13000;0;1000;
3;Power Strike;12;once;false;22;0;0;0;50;1000;13000;0;1000;
3;Power Strike;13;once;false;23;0;0;0;50;1000;13000;0;1000;
3;Power Strike;14;once;false;24;0;0;0;50;1000;13000;0;1000;
3;Power Strike;15;once;false;25;0;0;0;50;1000;13000;0;1000;
3;Power Strike;16;once;false;27;0;0;0;50;1000;13000;0;1000;
3;Power Strike;17;once;false;29;0;0;0;50;1000;13000;0;1000;
3;Power Strike;18;once;false;30;0;0;0;50;1000;13000;0;1000;
3;Power Strike;19;once;false;31;0;0;0;50;1000;13000;0;1000;
3;Power Strike;20;once;false;31;0;0;0;50;1000;13000;0;1000;
3;Power Strike;21;once;false;33;0;0;0;50;1000;13000;0;1000;
3;Power Strike;22;once;false;35;0;0;0;50;1000;13000;0;1000;
3;Power Strike;23;once;false;36;0;0;0;50;1000;13000;0;1000;
3;Power Strike;24;once;false;37;0;0;0;50;1000;13000;0;1000;
4;Dash;1;duration;false;20;0;0;0;-1;1000;600000;10000;1000;
4;Dash;2;duration;false;42;0;0;0;-1;1000;600000;10000;1000;
16;Mortal Blow;1;once;false;10;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;2;once;false;10;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;3;once;false;11;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;4;once;false;13;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;5;once;false;13;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;6;once;false;14;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;7;once;false;17;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;8;once;false;18;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;9;once;false;19;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;10;once;false;22;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;11;once;false;22;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;12;once;false;22;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;13;once;false;23;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;14;once;false;24;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;15;once;false;25;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;16;once;false;27;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;17;once;false;29;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;18;once;false;30;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;19;once;false;31;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;20;once;false;31;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;21;once;false;33;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;22;once;false;35;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;23;once;false;36;0;0;0;40;1000;11000;0;1000;
16;Mortal Blow;24;once;false;37;0;0;0;40;1000;11000;0;1000;
21;Poison Recovery;1;once;true;20;0;0;0;-1;4000;6000;0;4000;
21;Poison Recovery;2;once;true;35;0;0;0;-1;4000;6000;0;4000;
28;Hate;1;once;false;20;0;0;0;400;1000;3000;0;1000;
28;Hate;2;once;false;21;0;0;0;400;1000;3000;0;1000;
28;Hate;3;once;false;22;0;0;0;400;1000;3000;0;1000;
28;Hate;4;once;false;23;0;0;0;400;1000;3000;0;1000;
28;Hate;5;once;false;24;0;0;0;400;1000;3000;0;1000;
28;Hate;6;once;false;25;0;0;0;400;1000;3000;0;1000;
28;Hate;7;once;false;26;0;0;0;400;1000;3000;0;1000;
28;Hate;8;once;false;27;0;0;0;400;1000;3000;0;1000;
28;Hate;9;once;false;28;0;0;0;400;1000;3000;0;1000;
28;Hate;10;once;false;29;0;0;0;400;1000;3000;0;1000;
28;Hate;11;once;false;30;0;0;0;400;1000;3000;0;1000;
28;Hate;12;once;false;31;0;0;0;400;1000;3000;0;1000;
28;Hate;13;once;false;33;0;0;0;400;1000;3000;0;1000;
